,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tripmeter,Seating_Capacity,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Unnamed: 112,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System
180,1118,Hyundai,Creta,1.4 Crdi E Plus,999990,1396 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1630 mm,4270 mm,1780 mm,SUV,5.0,21.38 km/litre,,21.38 km/litre,,,6,190 mm,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,Electric Power,All Windows,,Yes,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Yes,5.0,Manual,2590 mm,205/65R16,,Yes,CD Player with USB & Aux-in,Yes,,3 years / Unlimited Kms,,"Internal, With Remote",475 litres,Yes,Yes,Yes,Digital,Centre,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,,,,,,Yes,,,
181,1136,Tata,Harrier,Revotorq Xe,1345363,1956 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1706 mm,4598 mm,1894 mm,SUV,5.0,,,16.7 km/litre,,,6,205 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,Hydraulic Power,All Windows,,,140PS@3750rpm,350Nm@1750-2500rpm,,Analog,Yes,5.0,Manual,2741 mm,235/70 R16,,Yes,Not on offer,,Yes,"2 Years / 75,000 KM (whichever is earlier)",,"Internal, With Remote",425 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",,"With Remote, Internal",Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2.0,16.5:1,Rake,,,Rear sensors,Yes,,,,,,,Yes,,Manual Adjustment,
182,1142,Isuzu,Dmax V-Cross,Standard,1654783,2499 cc,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1840 mm,5295 mm,1860 mm,Pick-up,4.0,7.3 km/litre,10.3 km/litre,10.3 km/litre,,1935 kg,5,,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Soft Ride, Leaf Spring",Hydraulic Power,All Windows,,Smart Key,134PS@3600RPM,320NM@1800-2800RPM,Digital,Analog,Yes,5.0,Manual,3095 mm,245 / 70 R16,,Yes,CD Player with USB & Aux-in,Yes,,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,Front Row,2200 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2.0,,Rake,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,Yes,Electric Adjustment,
183,1145,Mitsubishi,Outlander,2.4L Outlander,2693000,2360 cc,4.0,4.0,AWD (All Wheel Drive),,,,,60 litres,Petrol,1710 mm,4695 mm,1810 mm,SUV,5.0,,,9.62 km/litre,,1602 kg,6,190 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Multi link with coil springs and stabilizer bar,Electric Power,All Windows,Yes,Yes,167PS@6000RPM,222Nm@4100RPM,Yes,Yes,Yes,7.0,Automatic,2670 mm,R16,Yes,Yes,USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,,,Yes,Internal,Yes,,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Yes,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,All Rows,2110 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Rear passenger head airbags, Driver knee airbag, Rear passenger curtain airbags",Yes,Yes,,Yes,7.0,,"Rake, Reach",,,Rear sensors,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
184,1146,Mercedes-Benz Gla-Class,Mercedes-Benz Gla-Class,200 Sport,3438000,1991 cc,4.0,4.0,4WD,In-line,BS IV,"Front, Longitudinal",Injection,50 litres,Petrol,1494 mm,4424 mm,1804 mm,SUV,5.0,10 km/litre,13.8 km/litre,13.8 km/litre,,1525 kg,7,183 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,MacPherson strut,Electric Power,All Windows,Power seats,Smart Key,183PS@5500rpm,300Nm@1200-1400rpm,Digital,Analog,Yes,5.0,Automatic,2699 mm,235/50R18,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal,421 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11.84 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1940 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes
185,1152,Honda,Accord Hybrid,2.0 At,4321237,1993 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Hybrid,1464 mm,4933 mm,1849 mm,Sedan,4.0,21 km/litre,23.1 km/litre,23.1 km/litre,,1620 kg,5,155 mm,Ventilated Disc,Solid Disc,Macpherson strut with Coil Spring,Multi link with coil springs and stabilizer bar,Electric Power,All Windows,"Yes, with memory",Yes,145PS@6200rpm,175Nm@4000rpm,Digital,Analog,Yes,5.0,Automatic,2776 mm,R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,400 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Yes,Automatic,Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1995 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,9.4:1,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes
186,1153,Bmw,5-Series,520D Luxury Line,5930000,1995 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70 litres,Diesel,1464 mm,4907 mm,1860 mm,Sedan,4.0,8.4 km/litre,11.5 km/litre,18.12 km/litre,,1705 kg,8,158 mm,Ventilated Disc,Ventilated Disc,Double joint spring-strut axle,Aluminium integral axle,Electric Power,All Windows,Yes,Smart Key,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Yes,5.0,Automatic,2968 mm,225/55R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Manual",520 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,"Front, Front & Rear",Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11.4 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2315 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
187,1156,Bmw,6-Series,630D Gt Luxury Line,6890000,2993 cc,6.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,88 litres,Diesel,1481 mm,5219 mm,2142 mm,Sedan,4.0,,,16.46 km/litre,,1865 kg,8,152 mm,Ventilated Disc,Ventilated Disc,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,Electric Power,All Windows,Yes,Smart Key,265PS@4000RPM,620Nm@2000-2500RPM,Digital,Analog,Yes,4.0,Automatic,3210 mm,245/45R19,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,4 Zone climate control,,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
188,1160,Porsche,Macan,S,8503000,2995 cc,6.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,65 litres,Petrol,1624 mm,4696 mm,1923 mm,SUV,5.0,,,,10.8 km/kg,1865 kg,7,190 mm,Ventilated Disc,Ventilated Disc,Fully independent double wishbone suspension,Self-tracking trapezoidal-link suspension,Electric Power,All Windows,Yes,Smart Key,349PS@5400RPM,480Nm@1360rpm,Digital,Analog,Yes,5.0,Automatic,2807 mm,255/55R18,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years without mileage limit,Yes,Internal,500 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2580 kg,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6.0,16.8:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
189,1173,Maruti Suzuki R,Wagon,Vxi,479000,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32 litres,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5.0,,,22.5 km/litre,,,5,,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,Electric Power,All Windows,,Remote,68PS@5500rpm,90Nm@3500rpm,Digital,Analog,2,5.0,Manual,,165/70R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,341 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,Driver frontal airbag,,Yes,Yes,Yes,1.0,,Rake,,,Rear sensors,Yes,Yes,,,,Yes,,,,,
190,1187,Tata,Tiago Nrg,1.2L Revotron,594993,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1587 mm,3793 mm,1665 mm,Crossover,5.0,,,23.84 km/litre,,1017 kg,5,180 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,Electric Power,All Windows,,Remote,85PS@6000rpm,114NM@3500rpm,Digital,Analog,2,5.0,Manual,2400 mm,175/65 R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",242 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes
191,1190,Mahindra,Nuvosport,N4,797802,1493 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1870 mm,3985 mm,1850 mm,SUV,5.0,13.8 km/litre,17.21 km/litre,17.21 km/litre,,,5,180 mm,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",Yes,,,,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Yes,7.0,Manual,2760 mm,215/65R16,,,Not on offer,,,,,Internal,412 litres,,Yes,Yes,,Not on offer,,,Yes,,,Internal,Analog,Manual,Analog + Digital,,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,,2220 kg,,,,,,,,Rake,,,,,,,,,,,,,,
192,1196,Nissan,Kicks,Xl Petrol,955000,1498 cc,4.0,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Petrol,1651 mm,4384 mm,1813 mm,SUV,5.0,,,14.23 km/litre,,,6,210 mm,,,,,Yes,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Yes,Yes,Yes,5.0,Manual,2673 mm,,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Internal, Manual",Yes,,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,Yes,,,Yes,Electric Adjustment,
193,1204,Tata,Winger,15S,1205000,2200 cc,4.0,,FWD (Front Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,60 litres,Diesel,2670 mm,5458 mm,1905 mm,MUV,5.0,,,,,2275 kg,5,180 mm,Solid Disc,Drum,McPherson strut with coil spring,"Double parabolic leaf spring, Hydraulic telescopic",Hydraulic Power,,,,73.5kW@4000rpm,190Nm@1250-3500rpm,Analog,Analog,Yes,16.0,Manual,3488 mm,"195 R15 LT, 8PR Radial",,Yes,Not on offer,,Yes,,,Internal,,,,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,,Internal,Yes,,Analog,Yes,6750 meter,,Driver & Front Passenger,Not Applicable,Yes,,,,,,,,,,,,,,,,,,3475 kg,,Yes,,Yes,,,,Rake,,,,,,,,,,,Yes,,Manual Adjustment,
194,1205,Hyundai,Kona Electric,Premium,2371858,,,,FWD (Front Wheel Drive),,,"Front, Longitudinal",,,Electric,1570 mm,4180 mm,1800 mm,SUV,5.0,,,,,,Single Speed Reduction Gear,160 mm,Ventilated Disc,Ventilated Disc,Mcpherson strut Type,Multi - link,Electric Power,All Windows,Yes,Smart Key,136 bhp,395 Nm,Digital,Digital,2,4.0,Automatic,2600 mm,17,Yes,Yes,USB & Aux-in,Yes,,,Yes,"With Remote, Internal",,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,Yes,,Yes,,Yes,"Comfort, Eco, Sport",Yes,Yes,,,Yes,Yes,Yes,Yes,Automatic,Yes,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag",Yes,Yes,Yes,,6.0,,"Rake, Reach",,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes
195,1206,Toyota,Camry,Hybrid,3788000,2487 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Hybrid,1455 mm,4885 mm,1840 mm,Sedan,4.0,,,23.2 km/litre,,1665 kg,,,Ventilated Disc,Ventilated Disc,MacPherson Strut,Double wishbones,Electric Power,All Windows,"Yes, with memory",Smart Key,178PS@5700rpm,221Nm@3600-5200rpm,Digital,Analog,Yes,5.0,Automatic,2825 mm,235/45R18,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2100 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,9.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
196,1207,Audi,A5,Sportback,6061200,1968 cc,4.0,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,,Diesel,1386 mm,4733 mm,1843 mm,Sedan,4.0,,,19.2 km/litre,,2115 kg,7,,Ventilated Disc,Ventilated Disc,,,Yes,All Windows,Power seats,Smart Key,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2,5.0,Automatic,,245/40 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,54 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,"Analog, Digital",Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,"Front Row, Second Row",1670 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Yes,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes
197,1221,Fiat,Punto Evo,Dynamic 1.2,535562,1172 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1525 mm,3989 mm,1687 mm,Hatchback,5.0,15.8 km/litre,,15.7 km/litre,,1095 kg,5,185 mm,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",Electric Power,All Windows,Power seats,Remote,68PS@6000rpm,96Nm@2500RPM,Digital,Analog,Yes,5.0,Manual,2510 mm,165/80R14,,Yes,,Yes,,"3 Years/1,00,000 Kms (Whichever comes earlier)",,"Internal, With Remote",280 litres,Yes,Yes,Yes,Digital,Front,,Front,,2 Years /150000 Kms (Whichever comes earlier),Yes,Manual,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Air Conditioning with cooling only,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,,,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,
198,1225,Toyota,Yaris,J,940000,1496 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,,Injection,42 litres,Petrol,1495 mm,4425 mm,1730 mm,Sedan,4.0,,,17.1 km/litre,,1090 kg,6,152 mm,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",Electric Power,All Windows,,Yes,107PS@6000rpm,140Nm@4200rpm,Yes,Analog,Yes,5.0,Manual,2550 mm,185/60 R15,,Yes,Not on offer,Yes,,,,Internal,476 litres,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,,Internal,Yes,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,,7.0,,Rake,,,Rear sensors,Yes,,,,,,Yes,,Yes,Manual Adjustment,
199,1239,Skoda,Octavia,Ambition 1.4 Tsi,1599599,1395 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1476 mm,4670 mm,1814 mm,Sedan,4.0,,,16.7 km/litre,,1260 kg,6,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,Electro-Hydraulic,All Windows,,Remote,140PS@6000RPM,250Nm@1500-3500rpm,Digital,Analog,Yes,5.0,Manual,2688 mm,205/55R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1825 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,
200,1251,Mercedes-Benz Glc,Mercedes-Benz Glc,200 Progressive,5275000,1991 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,66 litres,Petrol,1644 mm,4658 mm,1890 mm,SUV,5.0,,,13.51 km/litre,,,9,,Ventilated Disc,Ventilated Disc,"Double wishbone, coil springs, single-tube gas-filled shock absorber, stabiliser bar","Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",Electric Power,All Windows,"Yes, with memory",Smart Key,197PS@5500-6100rpm,320Nm@1650-4000rpm,Digital,"Analog, Digital",Yes,5.0,Automatic,2873 mm,235/55R19,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote,580 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,Yes,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2360 kg,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Drive side airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes
201,1255,Mahindra,Verito,1.5 D2,748370,1461 cc,4.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1540 mm,4277 mm,1740 mm,Sedan,4.0,18 km/litre,20.08 km/litre,21 km/litre,,1140 kg,5,172 mm,Ventilated Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring - See more at: http://mahindraverito.com/verito-specs.aspx#sthash.hu39n454.dpuf,Yes,,,,65PS@4000rpm,160Nm@2000rpm,Digital,Analog,Yes,5.0,Manual,2630 mm,185/70R14,,,Not on offer,,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Manual,510 litres,,,Yes,Digital,Not on offer,Yes,,Yes,3rd Year / up to 75000km from the date of delivery (whichever comes first),,Internal,Digital,Manual,Analog,Yes,5.25 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,All Rows,1630 kg,,,,,,,15.2:1,,,,,,,,,,,,,,Manual Adjustment,
